name,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Dandapur,Valid,L6,5650,Fell,01/01/1878 12:00:00 AM,26.91667,83.96667,"(26.916670, 83.966670)"
Daniel's Kuil,Valid,EL6,1064,Fell,01/01/1868 12:00:00 AM,-28.2,24.56667,"(-28.200000, 24.566670)"
Danville,Valid,L6,2000,Fell,01/01/1868 12:00:00 AM,34.4,-87.06667,"(34.400000, -87.066670)"
Darmstadt,Valid,H5,100,Fell,01/01/1804 12:00:00 AM,49.86667,8.65,"(49.866670, 8.650000)"
Dashoguz,Valid,H5,7000,Fell,01/01/1998 12:00:00 AM,41.98444,59.685,"(41.984440, 59.685000)"
Daule,Valid,L5,6580,Fell,01/01/2008 12:00:00 AM,-1.87089,-79.95756,"(-1.870890, -79.957560)"
De Cewsville,Valid,H6,340,Fell,01/01/1887 12:00:00 AM,43,-80,"(43.000000, -80.000000)"
Deal,Valid,L6,28,Fell,01/01/1829 12:00:00 AM,40.25,-74,"(40.250000, -74.000000)"
Delhi,Valid,L5,0.8,Fell,01/01/1897 12:00:00 AM,28.56667,77.25,"(28.566670, 77.250000)"
Demina,Valid,L6,16400,Fell,01/01/1911 12:00:00 AM,51.46667,84.76667,"(51.466670, 84.766670)"
Denver,Valid,L6,230,Fell,01/01/1967 12:00:00 AM,39.7825,-104.93056,"(39.782500, -104.930560)"
Dergaon,Valid,H5,12500,Fell,01/01/2001 12:00:00 AM,26.68333,93.86667,"(26.683330, 93.866670)"
Desuri,Valid,H6,25400,Fell,01/01/1962 12:00:00 AM,25.73333,73.61667,"(25.733330, 73.616670)"
Devgaon,Valid,H3.8,12000,Fell,01/01/2001 12:00:00 AM,19,81,"(19.000000, 81.000000)"
Devri-Khera,Valid,L6,1140,Fell,01/01/1994 12:00:00 AM,24.225,76.525,"(24.225000, 76.525000)"
Dhajala,Valid,H3.8,45000,Fell,01/01/1976 12:00:00 AM,22.37778,71.42722,"(22.377780, 71.427220)"
Dharwar,Valid,OC,1800,Fell,01/01/1848 12:00:00 AM,14.88333,75.6,"(14.883330, 75.600000)"
Dhurmsala,Valid,LL6,32000,Fell,01/01/1860 12:00:00 AM,32.23333,76.46667,"(32.233330, 76.466670)"
Didim,Valid,H3-5,3396,Fell,01/01/2007 12:00:00 AM,37.35172,27.32997,"(37.351720, 27.329970)"
Diep River,Valid,L6,1000,Fell,01/01/1906 12:00:00 AM,-33.75,18.56667,"(-33.750000, 18.566670)"
Distrito Quebracho,Valid,H4,400,Fell,01/01/1957 12:00:00 AM,-31.88333,-60.46667,"(-31.883330, -60.466670)"
Djati-Pengilon,Valid,H6,166000,Fell,01/01/1884 12:00:00 AM,-7.5,111.5,"(-7.500000, 111.500000)"
Djermaia,Valid,H,3950,Fell,01/01/1961 12:00:00 AM,12.73333,15.05,"(12.733330, 15.050000)"
Djoumine,Valid,H5-6,10000,Fell,01/01/1999 12:00:00 AM,36.95,9.55,"(36.950000, 9.550000)"
Dokachi,Valid,H5,3840,Fell,01/01/1903 12:00:00 AM,23.5,90.33333,"(23.500000, 90.333330)"
Dolgovoli,Valid,L6,1600,Fell,01/01/1864 12:00:00 AM,50.75,25.3,"(50.750000, 25.300000)"
Domanitch,Valid,L5,438,Fell,01/01/1907 12:00:00 AM,40,29,"(40.000000, 29.000000)"
Dong Ujimqin Qi,Valid,Mesosiderite,128800,Fell,01/01/1995 12:00:00 AM,45.5,119.03333,"(45.500000, 119.033330)"
Donga Kohrod,Valid,H6,230,Fell,01/01/1899 12:00:00 AM,21.86667,82.45,"(21.866670, 82.450000)"
Dongtai,Valid,LL6,5500,Fell,01/01/1970 12:00:00 AM,32.91667,120.78333,"(32.916670, 120.783330)"
Doroninsk,Valid,H5-7,3891,Fell,01/01/1805 12:00:00 AM,51.2,112.3,"(51.200000, 112.300000)"
Dosso,Valid,L6,1250,Fell,01/01/1962 12:00:00 AM,13.05,3.16667,"(13.050000, 3.166670)"
Douar Mghila,Valid,LL6,1161,Fell,01/01/1932 12:00:00 AM,32.33333,-6.3,"(32.333330, -6.300000)"
Dowa,Valid,Stone-uncl,642,Fell,01/01/1976 12:00:00 AM,-13.66667,33.91667,"(-13.666670, 33.916670)"
Drake Creek,Valid,L6,5000,Fell,01/01/1827 12:00:00 AM,36.4,-86.5,"(36.400000, -86.500000)"
Dresden (Ontario),Valid,H6,47700,Fell,01/01/1939 12:00:00 AM,42.52,-82.26,"(42.520000, -82.260000)"
Dubrovnik,Valid,L3-6,1900,Fell,01/01/1951 12:00:00 AM,42.45833,18.44167,"(42.458330, 18.441670)"
Dunbogan,Valid,L6,30,Fell,01/01/1999 12:00:00 AM,-31.66667,152.83333,"(-31.666670, 152.833330)"
Dundrum,Valid,H5,2270,Fell,01/01/1865 12:00:00 AM,52.55,-8.03333,"(52.550000, -8.033330)"
Dunhua,Valid,Stone-uncl,,Fell,01/01/1976 12:00:00 AM,43.33333,128.25,"(43.333330, 128.250000)"
Durala,Valid,L6,13200,Fell,01/01/1815 12:00:00 AM,30.3,76.63333,"(30.300000, 76.633330)"
Duruma,Valid,L6,577,Fell,01/01/1853 12:00:00 AM,-4,39.5,"(-4.000000, 39.500000)"
Duwun,Valid,L6,2117,Fell,01/01/1943 12:00:00 AM,33.43333,127.26667,"(33.433330, 127.266670)"
Dwaleni,Valid,H4-6,3230,Fell,01/01/1970 12:00:00 AM,-27.2,31.31667,"(-27.200000, 31.316670)"
Dyalpur,Valid,Ureilite,300,Fell,01/01/1872 12:00:00 AM,26.25,82,"(26.250000, 82.000000)"
Dyarrl Island,Valid,Mesosiderite-A1,188,Fell,01/01/1933 12:00:00 AM,-3,151,"(-3.000000, 151.000000)"
Eagle,Valid,EL6,10000,Fell,01/01/1947 12:00:00 AM,40.78167,-96.47167,"(40.781670, -96.471670)"
Ehole,Valid,H5,2400,Fell,01/01/1961 12:00:00 AM,-17.3,15.83333,"(-17.300000, 15.833330)"
Eichstädt,Valid,H5,3000,Fell,01/01/1785 12:00:00 AM,48.9,11.21667,"(48.900000, 11.216670)"
Ekeby,Valid,H4,3336,Fell,01/01/1939 12:00:00 AM,56.03333,13,"(56.033330, 13.000000)"
Ekh Khera,Valid,H6,840,Fell,01/01/1916 12:00:00 AM,28.26667,78.78333,"(28.266670, 78.783330)"
El Idrissia,Valid,L6,10000,Fell,01/01/1989 12:00:00 AM,34.41667,3.25,"(34.416670, 3.250000)"
El Paso de Aguila,Valid,H5,17226,Fell,01/01/1977 12:00:00 AM,25.37,-97.37,"(25.370000, -97.370000)"
El Tigre,Valid,L6,5000,Fell,01/01/1993 12:00:00 AM,19.96722,-103.05167,"(19.967220, -103.051670)"
Elbert,Valid,LL6,680.5,Fell,01/01/1998 12:00:00 AM,39.24667,-104.58817,"(39.246670, -104.588170)"
Elbogen,Valid,"Iron, IID",107000,Fell,12/24/1399 12:00:00 AM,50.18333,12.73333,"(50.183330, 12.733330)"
Elenovka,Valid,L5,54640,Fell,01/01/1951 12:00:00 AM,47.83333,37.66667,"(47.833330, 37.666670)"
Ellemeet,Valid,Diogenite,1470,Fell,01/01/1925 12:00:00 AM,51.75,4,"(51.750000, 4.000000)"
Emmaville,Valid,Eucrite-mmict,127,Fell,01/01/1900 12:00:00 AM,-29.46667,151.61667,"(-29.466670, 151.616670)"
Enshi,Valid,H5,8000,Fell,01/01/1974 12:00:00 AM,30.3,109.5,"(30.300000, 109.500000)"
Ensisheim,Valid,LL6,127000,Fell,12/23/1491 12:00:00 AM,47.86667,7.35,"(47.866670, 7.350000)"
Épinal,Valid,H5,277,Fell,01/01/1822 12:00:00 AM,48.18333,6.46667,"(48.183330, 6.466670)"
Erakot,Valid,CM2,113,Fell,01/01/1940 12:00:00 AM,19.03333,81.89167,"(19.033330, 81.891670)"
Erevan,Valid,Howardite,107.2,Fell,01/01/1911 12:00:00 AM,40.3,44.5,"(40.300000, 44.500000)"
Ergheo,Valid,L5,20000,Fell,01/01/1889 12:00:00 AM,1.16667,44.16667,"(1.166670, 44.166670)"
Erxleben,Valid,H6,2250,Fell,01/01/1812 12:00:00 AM,52.21667,11.25,"(52.216670, 11.250000)"
Esnandes,Valid,L6,1500,Fell,01/01/1837 12:00:00 AM,46.25,-1.1,"(46.250000, -1.100000)"
Essebi,Valid,C2-ung,500,Fell,01/01/1957 12:00:00 AM,2.88333,30.83333,"(2.883330, 30.833330)"
Estherville,Valid,Mesosiderite-A3/4,320000,Fell,01/01/1879 12:00:00 AM,43.41667,-94.83333,"(43.416670, -94.833330)"
Farmington,Valid,L5,89400,Fell,01/01/1890 12:00:00 AM,39.75,-97.03333,"(39.750000, -97.033330)"
Farmville,Valid,H4,56000,Fell,01/01/1934 12:00:00 AM,35.55,-77.53333,"(35.550000, -77.533330)"
Favars,Valid,H5,1500,Fell,01/01/1844 12:00:00 AM,44.38333,2.81667,"(44.383330, 2.816670)"
Fayetteville,Valid,H4,2360,Fell,01/01/1934 12:00:00 AM,36.05,-94.16667,"(36.050000, -94.166670)"
Feid Chair,Valid,H4,380,Fell,01/01/1875 12:00:00 AM,36.88333,8.45,"(36.883330, 8.450000)"
Felix,Valid,CO3.3,3200,Fell,01/01/1900 12:00:00 AM,32.53333,-87.16667,"(32.533330, -87.166670)"
Fenghsien-Ku,Valid,H5,82,Fell,01/01/1924 12:00:00 AM,34.6,116.75,"(34.600000, 116.750000)"
Ferguson,Valid,OC,220,Fell,01/01/1889 12:00:00 AM,36.1,-81.41667,"(36.100000, -81.416670)"
Fermo,Valid,H3-5,10200,Fell,01/01/1996 12:00:00 AM,43.18111,13.75333,"(43.181110, 13.753330)"
Fisher,Valid,L6,17600,Fell,01/01/1894 12:00:00 AM,47.81667,-96.85,"(47.816670, -96.850000)"
Florence,Valid,H3,3640,Fell,01/01/1922 12:00:00 AM,30.83333,-97.76667,"(30.833330, -97.766670)"
Forest City,Valid,H5,152000,Fell,01/01/1890 12:00:00 AM,43.25,-93.66667,"(43.250000, -93.666670)"
Forest Vale,Valid,H4,26000,Fell,01/01/1942 12:00:00 AM,-33.35,146.85833,"(-33.350000, 146.858330)"
Forksville,Valid,L6,6067,Fell,01/01/1924 12:00:00 AM,36.78333,-78.08333,"(36.783330, -78.083330)"
Forsbach,Valid,H6,240,Fell,01/01/1900 12:00:00 AM,50.95,7.31667,"(50.950000, 7.316670)"
Forsyth,Valid,L6,16300,Fell,01/01/1829 12:00:00 AM,33.01667,-83.96667,"(33.016670, -83.966670)"
Fort Flatters,Valid,Stone-uncl,,Fell,01/01/1944 12:00:00 AM,28.25,7,"(28.250000, 7.000000)"
Frankfort (stone),Valid,Howardite,650,Fell,01/01/1868 12:00:00 AM,34.48333,-87.83333,"(34.483330, -87.833330)"
Fuhe,Valid,L5,23000,Fell,01/01/1945 12:00:00 AM,31.47556,113.56694,"(31.475560, 113.566940)"
Fukutomi,Valid,L5,11620,Fell,01/01/1882 12:00:00 AM,33.18333,130.2,"(33.183330, 130.200000)"
Fünen,Valid,Stone-uncl,,Fell,01/01/1654 12:00:00 AM,55.33333,10.33333,"(55.333330, 10.333330)"
Futtehpur,Valid,L6,4000,Fell,01/01/1822 12:00:00 AM,25.95,80.81667,"(25.950000, 80.816670)"
Fuyang,Valid,Stone-uncl,2500,Fell,01/01/1977 12:00:00 AM,32.9,115.9,"(32.900000, 115.900000)"
Galapian,Valid,H6,132.7,Fell,01/01/1826 12:00:00 AM,44.3,0.4,"(44.300000, 0.400000)"
Galim (a),Valid,LL6,36.1,Fell,01/01/1952 12:00:00 AM,7.05,12.43333,"(7.050000, 12.433330)"
Galim (b),Valid,EH3/4-an,28,Fell,01/01/1952 12:00:00 AM,7.05,12.43333,"(7.050000, 12.433330)"
Galkiv,Valid,H4,5000,Fell,01/01/1995 12:00:00 AM,51.68333,30.78333,"(51.683330, 30.783330)"
Gambat,Valid,L6,6400,Fell,01/01/1897 12:00:00 AM,27.35,68.53333,"(27.350000, 68.533330)"
Gao-Guenie,Valid,H5,,Fell,01/01/1960 12:00:00 AM,11.65,-2.18333,"(11.650000, -2.183330)"
Garhi Yasin,Valid,"Iron, IIE",380,Fell,01/01/1917 12:00:00 AM,27.88333,68.53333,"(27.883330, 68.533330)"
Garland,Valid,Diogenite-pm,102,Fell,01/01/1950 12:00:00 AM,41.68333,-112.13333,"(41.683330, -112.133330)"
Gashua,Valid,L6,4162,Fell,01/01/1984 12:00:00 AM,12.85,11.03333,"(12.850000, 11.033330)"
Gasseltepaoua,Valid,H5,,Fell,01/01/2000 12:00:00 AM,14.15083,-2.04167,"(14.150830, -2.041670)"
Geidam,Valid,H5,725,Fell,01/01/1950 12:00:00 AM,12.91667,11.91667,"(12.916670, 11.916670)"
Gifu,Valid,L6,14290,Fell,01/01/1909 12:00:00 AM,35.53333,136.88333,"(35.533330, 136.883330)"
Girgenti,Valid,L6,18000,Fell,01/01/1853 12:00:00 AM,37.31667,13.56667,"(37.316670, 13.566670)"
Git-Git,Valid,L6,480,Fell,01/01/1947 12:00:00 AM,9.6,9.91667,"(9.600000, 9.916670)"
Glanerbrug,Valid,L/LL5,670,Fell,01/01/1990 12:00:00 AM,52.2,6.86667,"(52.200000, 6.866670)"
Glanggang,Valid,H5-6,1303,Fell,01/01/1939 12:00:00 AM,-7.25,107.7,"(-7.250000, 107.700000)"
Glasatovo,Valid,H4,152000,Fell,01/01/1918 12:00:00 AM,57.35,37.61667,"(57.350000, 37.616670)"
Glatton,Valid,L6,767,Fell,01/01/1991 12:00:00 AM,52.45972,-0.3,"(52.459720, -0.300000)"
Gnadenfrei,Valid,H5,1750,Fell,01/01/1879 12:00:00 AM,50.66667,16.76667,"(50.666670, 16.766670)"
Gopalpur,Valid,H6,1600,Fell,01/01/1865 12:00:00 AM,24.23333,89.05,"(24.233330, 89.050000)"
Gorlovka,Valid,H3.7,3618,Fell,01/01/1974 12:00:00 AM,48.28333,38.08333,"(48.283330, 38.083330)"
Granes,Valid,L6,9000,Fell,01/01/1964 12:00:00 AM,42.9,2.25,"(42.900000, 2.250000)"
Grefsheim,Valid,L5,45.5,Fell,01/01/1976 12:00:00 AM,60.66667,11,"(60.666670, 11.000000)"
Grimsby,Valid,H5,215,Fell,01/01/2009 12:00:00 AM,43.2,-79.61667,"(43.200000, -79.616670)"
Grosnaja,Valid,CV3,3500,Fell,01/01/1861 12:00:00 AM,43.66667,45.38333,"(43.666670, 45.383330)"
Gross-Divina,Valid,H5,10500,Fell,01/01/1837 12:00:00 AM,49.26667,18.71667,"(49.266670, 18.716670)"
Grossliebenthal,Valid,L6,8000,Fell,01/01/1881 12:00:00 AM,46.35,30.58333,"(46.350000, 30.583330)"
Grüneberg,Valid,H4,1000,Fell,01/01/1841 12:00:00 AM,51.93333,15.5,"(51.933330, 15.500000)"
Grzempach,Valid,H5,690,Fell,01/01/1910 12:00:00 AM,52.86667,16.63333,"(52.866670, 16.633330)"
Gualeguaychú,Valid,H6,22000,Fell,01/01/1932 12:00:00 AM,-33,-58.61667,"(-33.000000, -58.616670)"
Guangmingshan,Valid,H5,2910,Fell,01/01/1996 12:00:00 AM,39.80417,122.76389,"(39.804170, 122.763890)"
Guangnan,Valid,L6,,Fell,01/01/1983 12:00:00 AM,24.1,105,"(24.100000, 105.000000)"
Guangrao,Valid,L6,1900,Fell,01/01/1980 12:00:00 AM,37.1,118.4,"(37.100000, 118.400000)"
Guareña,Valid,H6,39000,Fell,01/01/1892 12:00:00 AM,38.73333,-6.01667,"(38.733330, -6.016670)"
Guêa,Valid,Stone-uncl,1915,Fell,01/01/1891 12:00:00 AM,43.76667,20.23333,"(43.766670, 20.233330)"
Guibga,Valid,L5,288,Fell,01/01/1972 12:00:00 AM,13.5,-0.68333,"(13.500000, -0.683330)"
Guidder,Valid,LL5,968,Fell,01/01/1949 12:00:00 AM,9.91667,13.98333,"(9.916670, 13.983330)"
Gujargaon,Valid,H5,2449,Fell,01/01/1982 12:00:00 AM,22.98333,76.05,"(22.983330, 76.050000)"
Gujba,Valid,CBa,100000,Fell,01/01/1984 12:00:00 AM,11.49167,11.65833,"(11.491670, 11.658330)"
Gumoschnik,Valid,H5,5700,Fell,01/01/1904 12:00:00 AM,42.9,24.7,"(42.900000, 24.700000)"
Gurram Konda,Valid,L6,28,Fell,01/01/1814 12:00:00 AM,13.78333,78.56667,"(13.783330, 78.566670)"
Gursum,Valid,H4/5,34650,Fell,01/01/1981 12:00:00 AM,9.36667,42.41667,"(9.366670, 42.416670)"
Gütersloh,Valid,H3/4,1000,Fell,01/01/1851 12:00:00 AM,51.91667,8.38333,"(51.916670, 8.383330)"
Gyokukei,Valid,OC,1320,Fell,01/01/1930 12:00:00 AM,35,127.5,"(35.000000, 127.500000)"
Hachi-oji,Valid,H?,0.2,Fell,01/01/1817 12:00:00 AM,35.65,139.33333,"(35.650000, 139.333330)"
Hainaut,Valid,H3-6,9000,Fell,01/01/1934 12:00:00 AM,50.31667,3.73333,"(50.316670, 3.733330)"
Hallingeberg,Valid,L3.4,1456,Fell,01/01/1944 12:00:00 AM,57.81667,16.23333,"(57.816670, 16.233330)"
Hamlet,Valid,LL4,3710,Fell,01/01/1959 12:00:00 AM,41.38333,-86.6,"(41.383330, -86.600000)"
Haraiya,Valid,Eucrite-mmict,1000,Fell,01/01/1878 12:00:00 AM,26.8,82.53333,"(26.800000, 82.533330)"
Haripura,Valid,CM2,315,Fell,01/01/1921 12:00:00 AM,28.38333,75.78333,"(28.383330, 75.783330)"
Harleton,Valid,L6,8360,Fell,01/01/1961 12:00:00 AM,32.675,-94.51167,"(32.675000, -94.511670)"
Harrison County,Valid,L6,680,Fell,01/01/1859 12:00:00 AM,38.25,-86.16667,"(38.250000, -86.166670)"
Hashima,Valid,H4,1110.6,Fell,01/01/1910 12:00:00 AM,35.2945,136.70033,"(35.294500, 136.700330)"
Hassi-Jekna,Valid,"Iron, IAB-sHL",1250,Fell,01/01/1890 12:00:00 AM,28.95,0.81667,"(28.950000, 0.816670)"
Hatford,Valid,Stone-uncl,29000,Fell,01/01/1628 12:00:00 AM,51.65,-1.51667,"(51.650000, -1.516670)"
Haverö,Valid,Ureilite,1544,Fell,01/01/1971 12:00:00 AM,60.24556,22.06194,"(60.245560, 22.061940)"
Hedeskoga,Valid,H5,3500,Fell,01/01/1922 12:00:00 AM,55.46667,13.78333,"(55.466670, 13.783330)"
Hedjaz,Valid,L3.7-6,6100,Fell,01/01/1910 12:00:00 AM,27.33333,35.66667,"(27.333330, 35.666670)"
Heredia,Valid,H5,1000,Fell,01/01/1857 12:00:00 AM,10,-84.1,"(10.000000, -84.100000)"
Hessle,Valid,H5,20000,Fell,01/01/1869 12:00:00 AM,59.85,17.66667,"(59.850000, 17.666670)"
Higashi-koen,Valid,H5,750,Fell,01/01/1897 12:00:00 AM,33.6,130.43333,"(33.600000, 130.433330)"
High Possil,Valid,L6,4500,Fell,01/01/1804 12:00:00 AM,55.9,-4.23333,"(55.900000, -4.233330)"
Hiroshima,Valid,H5,414,Fell,01/01/2003 12:00:00 AM,34.45,132.38333,"(34.450000, 132.383330)"
Hoima,Valid,H6,167.7,Fell,01/01/2003 12:00:00 AM,1.345,31.47278,"(1.345000, 31.472780)"
Hökmark,Valid,L4,305.5,Fell,01/01/1954 12:00:00 AM,64.43333,21.2,"(64.433330, 21.200000)"
Holbrook,Valid,L/LL6,220000,Fell,01/01/1912 12:00:00 AM,34.9,-110.18333,"(34.900000, -110.183330)"
Holetta,Valid,Stone-uncl,1415,Fell,01/01/1923 12:00:00 AM,9.06667,38.41667,"(9.066670, 38.416670)"
Homestead,Valid,L5,230000,Fell,01/01/1875 12:00:00 AM,41.8,-91.86667,"(41.800000, -91.866670)"
Honolulu,Valid,L5,2420,Fell,01/01/1825 12:00:00 AM,21.3,-157.86667,"(21.300000, -157.866670)"
Hotse,Valid,L6,180,Fell,01/01/1956 12:00:00 AM,35.66667,115.5,"(35.666670, 115.500000)"
Hoxie,Valid,OC,266.1,Fell,01/01/1963 12:00:00 AM,39.35,-100.45,"(39.350000, -100.450000)"
Hraschina,Valid,"Iron, IID",49000,Fell,01/01/1751 12:00:00 AM,46.1,16.33333,"(46.100000, 16.333330)"
Huaxi,Valid,H5,1600,Fell,01/01/2010 12:00:00 AM,26.46469,106.63241,"(26.464690, 106.632410)"
Hungen,Valid,H6,112,Fell,01/01/1877 12:00:00 AM,50.3,8.91667,"(50.300000, 8.916670)"
Hvittis,Valid,EL6,14000,Fell,01/01/1901 12:00:00 AM,61.18333,22.68333,"(61.183330, 22.683330)"
Ibbenbüren,Valid,Diogenite,2000,Fell,01/01/1870 12:00:00 AM,52.28333,7.7,"(52.283330, 7.700000)"
Ibitira,Valid,Eucrite-mmict,2500,Fell,01/01/1957 12:00:00 AM,-20,-45,"(-20.000000, -45.000000)"
Ibrisim,Valid,OC,,Fell,01/01/1949 12:00:00 AM,38,35,"(38.000000, 35.000000)"
Ichkala,Valid,H6,3973,Fell,01/01/1936 12:00:00 AM,58.2,82.93333,"(58.200000, 82.933330)"
Idutywa,Valid,H5,3457,Fell,01/01/1956 12:00:00 AM,-32.1,28.33333,"(-32.100000, 28.333330)"
Iguaracu,Valid,H5,1200,Fell,01/01/1977 12:00:00 AM,-23.2,-51.83333,"(-23.200000, -51.833330)"
Ijopega,Valid,H6,7330,Fell,01/01/1975 12:00:00 AM,-6.03333,145.36667,"(-6.033330, 145.366670)"
Indarch,Valid,EH4,27000,Fell,01/01/1891 12:00:00 AM,39.75,46.66667,"(39.750000, 46.666670)"
Independence,Valid,L6,880,Fell,01/01/1917 12:00:00 AM,39.08333,-94.4,"(39.083330, -94.400000)"
Inner Mongolia,Valid,L6,3000,Fell,01/01/1963 12:00:00 AM,41,112,"(41.000000, 112.000000)"
Innisfree,Valid,L5,4576,Fell,01/01/1977 12:00:00 AM,53.415,-111.3375,"(53.415000, -111.337500)"
Ipiranga,Valid,H6,7000,Fell,01/01/1972 12:00:00 AM,-25.5,-54.5,"(-25.500000, -54.500000)"
Ishinga,Valid,H,1300,Fell,01/01/1954 12:00:00 AM,-8.93333,33.8,"(-8.933330, 33.800000)"
Isthilart,Valid,H5,3050,Fell,01/01/1928 12:00:00 AM,-31.18333,-57.95,"(-31.183330, -57.950000)"
Itapicuru-Mirim,Valid,H5,2024,Fell,01/01/1879 12:00:00 AM,-3.4,-44.33333,"(-3.400000, -44.333330)"
Itqiy,Valid,EH7-an,4720,Fell,01/01/1990 12:00:00 AM,26.59083,-12.95217,"(26.590830, -12.952170)"
Ivuna,Valid,CI1,704.5,Fell,01/01/1938 12:00:00 AM,-8.41667,32.43333,"(-8.416670, 32.433330)"
Jackalsfontein,Valid,L6,48000,Fell,01/01/1903 12:00:00 AM,-32.5,21.9,"(-32.500000, 21.900000)"
Jajh deh Kot Lalu,Valid,EL6,973,Fell,01/01/1926 12:00:00 AM,26.75,68.41667,"(26.750000, 68.416670)"
Jalanash,Valid,Ureilite,700,Fell,01/01/1990 12:00:00 AM,,,
Jalandhar,Valid,Iron,1967,Fell,01/01/1621 12:00:00 AM,31,75,"(31.000000, 75.000000)"
Jamkheir,Valid,H6,22,Fell,01/01/1866 12:00:00 AM,18.75,75.33333,"(18.750000, 75.333330)"
Jartai,Valid,L6,20500,Fell,01/01/1979 12:00:00 AM,39.7,105.8,"(39.700000, 105.800000)"
Jelica,Valid,LL6,34000,Fell,01/01/1889 12:00:00 AM,43.83333,20.44167,"(43.833330, 20.441670)"
Jemlapur,Valid,L6,450,Fell,01/01/1901 12:00:00 AM,,,
Jesenice,Valid,L6,3667,Fell,01/01/2009 12:00:00 AM,46.42137,14.05217,"(46.421370, 14.052170)"
Jhung,Valid,L5,5900,Fell,01/01/1873 12:00:00 AM,31.3,72.38333,"(31.300000, 72.383330)"
Jiange,Valid,H5,222,Fell,01/01/1964 12:00:00 AM,31.91667,104.91667,"(31.916670, 104.916670)"
Jianshi,Valid,"Iron, IIIAB",600000,Fell,01/01/1890 12:00:00 AM,30.80833,109.5,"(30.808330, 109.500000)"
Jilin,Valid,H5,4000000,Fell,01/01/1976 12:00:00 AM,44.05,126.16667,"(44.050000, 126.166670)"
Jodiya,Valid,L5,100,Fell,01/01/2006 12:00:00 AM,22.68,70.31333,"(22.680000, 70.313330)"
Jodzie,Valid,Howardite,30,Fell,01/01/1877 12:00:00 AM,55.7,24.4,"(55.700000, 24.400000)"
Johnstown,Valid,Diogenite,40300,Fell,01/01/1924 12:00:00 AM,40.35,-104.9,"(40.350000, -104.900000)"
Jolomba,Valid,LL6,483,Fell,01/01/1974 12:00:00 AM,-11.85,15.83333,"(-11.850000, 15.833330)"
Jonzac,Valid,Eucrite-mmict,5000,Fell,01/01/1819 12:00:00 AM,45.43333,-0.45,"(45.433330, -0.450000)"
Juancheng,Valid,H5,100000,Fell,01/01/1997 12:00:00 AM,35.5,115.41667,"(35.500000, 115.416670)"
Judesegeri,Valid,H6,680,Fell,01/01/1876 12:00:00 AM,12.85,76.8,"(12.850000, 76.800000)"
Jumapalo,Valid,L6,32490,Fell,01/01/1984 12:00:00 AM,-7.71667,111.2,"(-7.716670, 111.200000)"
Junan,Valid,L6,950,Fell,01/01/1976 12:00:00 AM,35.2,118.8,"(35.200000, 118.800000)"
Juromenha,Valid,"Iron, IIIAB",25250,Fell,01/01/1968 12:00:00 AM,38.74028,-7.27,"(38.740280, -7.270000)"
Juvinas,Valid,Eucrite-mmict,91000,Fell,01/01/1821 12:00:00 AM,44.71667,4.3,"(44.716670, 4.300000)"
Kaba,Valid,CV3,3000,Fell,01/01/1857 12:00:00 AM,47.35,21.3,"(47.350000, 21.300000)"
Kabo,Valid,H4,13400,Fell,01/01/1971 12:00:00 AM,11.85,8.21667,"(11.850000, 8.216670)"
Kadonah,Valid,H6,89,Fell,01/01/1822 12:00:00 AM,27.08333,78.33333,"(27.083330, 78.333330)"
Kaee,Valid,H5,230,Fell,01/01/1838 12:00:00 AM,27.25,79.96667,"(27.250000, 79.966670)"
Kagarlyk,Valid,L6,1900,Fell,01/01/1908 12:00:00 AM,49.86667,30.83333,"(49.866670, 30.833330)"
Kaidun,Valid,CR2,2000,Fell,01/01/1980 12:00:00 AM,15,48.3,"(15.000000, 48.300000)"
Kainsaz,Valid,CO3.2,200000,Fell,01/01/1937 12:00:00 AM,55.43333,53.25,"(55.433330, 53.250000)"
Kakangari,Valid,K3,350,Fell,01/01/1890 12:00:00 AM,12.38333,78.51667,"(12.383330, 78.516670)"
Kakowa,Valid,L6,577,Fell,01/01/1858 12:00:00 AM,45.13333,21.66667,"(45.133330, 21.666670)"
Kalaba,Valid,H4,950,Fell,01/01/1951 12:00:00 AM,-6.83333,29.5,"(-6.833330, 29.500000)"
Kalumbi,Valid,L6,4500,Fell,01/01/1879 12:00:00 AM,17.83333,73.98333,"(17.833330, 73.983330)"
Kamalpur,Valid,L6,2770,Fell,01/01/1942 12:00:00 AM,26.03333,81.46667,"(26.033330, 81.466670)"
Kamiomi,Valid,H5,448,Fell,01/01/1913 12:00:00 AM,36.04167,139.95667,"(36.041670, 139.956670)"
Kamsagar,Valid,L6,1293,Fell,01/01/1902 12:00:00 AM,14.18333,75.8,"(14.183330, 75.800000)"
Kandahar (Afghanistan),Valid,L6,299,Fell,01/01/1959 12:00:00 AM,31.6,65.78333,"(31.600000, 65.783330)"
Kangean,Valid,H5,1630,Fell,01/01/1908 12:00:00 AM,-7,115.5,"(-7.000000, 115.500000)"
Kangra Valley,Valid,H5,400,Fell,01/01/1897 12:00:00 AM,32.08333,76.3,"(32.083330, 76.300000)"
Kapoeta,Valid,Howardite,11355,Fell,01/01/1942 12:00:00 AM,4.7,33.63333,"(4.700000, 33.633330)"
Kaprada,Valid,L5/6,1600,Fell,01/01/2004 12:00:00 AM,20.33916,73.22329,"(20.339160, 73.223290)"
